dataset	turn_id	response_type	base_model	tuning	user_experience	user_direction	user_response	not_generic	valid	related	informative	naive	savvy	reasons	informative	comment
nudged-questions	nudged-questions-0x19033c75456323df	generated	alpaca-7b	none	none	none	How would universal basic income promote social justice?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	alpaca-7b	none	savvy	implications	How could it potentially promote social justice in countries where poverty and inequality are widespread?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	alpaca-7b	none	savvy	reasons	How would a universal basic income affect a country's economy?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	alpaca-7b	nudged-questions	none	none	Does UBI promote social equality?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	alpaca-7b	treccast	none	none	Does it work?	0	0	0	0	0	0	0	0	
nudged-questions	nudged-questions-0x19033c75456323df	generated	gpt-4	none	naive	implications	Are there any drawbacks or criticisms of universal basic income?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	gpt-4	none	naive	reasons	What exactly is a Universal Basic Income?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x19033c75456323df	generated	gpt-4	none	none	none	In which countries is UBI being implemented?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	gpt-4	none	none	none	In which countries is UBI being implemented?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	gpt-4	none	none	none	In which countries is UBI being implemented?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	gpt-4	none	savvy	implications	What response is there from non-supporters or critics of UBI, and what are their main areas of concern?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	gpt-4	none	savvy	reasons	How does the government fund the Universal Basic Income?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	inquisitive	naive	implications	Why is this considered social justice?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	inquisitive	naive	reasons	How much is a fixed monthly payment?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	inquisitive	none	none	Why is social justice important?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	inquisitive	savvy	implications	Why is this payment sufficient to live on?	1	0	1	1	0	0	1	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What is the amount of the monthly payment?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	none	naive	implications	Who receives the payment?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	none	naive	reasons	What are the reasons why they claim that it promotes social justice?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	none	none	none	Q7: What is the purpose of UBI?	1	1	1	0	0	0	1	0	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	none	savvy	implications	What are the risks of UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	none	savvy	reasons	Who are the supporters of universal basic income?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	nudged-questions	none	none	What is the government?	1	1	0	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-13b-hf	treccast	none	none		1	0	0	0	0	0	0	0	no question
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-7b-hf	inquisitive	none	none	Why is it sufficient to live on?	1	0	0	0	0	0	1	0	to discuss
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-7b-hf	none	none	none	What are the arguments for UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the purpose of UBI?	1	1	1	0	0	0	1	0	
nudged-questions	nudged-questions-0x19033c75456323df	generated	Llama-2-7b-hf	treccast	none	none	How did it work out?	0	0	0	0	0	0	0	0	
nudged-questions	nudged-questions-0x19033c75456323df	original	none	none	none	none	How does Universal Basic Income promote social justice?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	alpaca-7b	inquisitive	none	none	How did they measure this?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	alpaca-7b	none	naive	implications	Follow-up questions: What impact did the UBI have on the lives of the 2000 citizens?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	alpaca-7b	none	naive	reasons	What impact did the program have on the unemployed citizens?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	alpaca-7b	none	none	none	How did the citizens who received the UBI benefit?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	alpaca-7b	none	savvy	implications	What impact did the UBI pilot program in Finland have on the economy?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	alpaca-7b	none	savvy	reasons	How would a UBI program be funded?	1	0	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	alpaca-7b	nudged-questions	none	none	How does UBI differ from other safety net programs in place?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	alpaca-7b	treccast	none	none	What were the long-term effects?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	gpt-4	none	naive	implications	Has the success of this UBI pilot program influenced policy changes in Finland or have impact on other countries?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	gpt-4	none	naive	reasons	How did this UBI scheme lead to recipients feeling more trust in other people and social institutions?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	gpt-4	none	none	none	What was the government's rationale for testing the UBI for two years specifically?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	gpt-4	none	none	none	What was the government's rationale for testing the UBI for two years specifically?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	gpt-4	none	none	none	What was the government's rationale for testing the UBI for two years specifically?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	gpt-4	none	savvy	implications	Have there been comparable results from UBI pilot programs run in other countries?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	gpt-4	none	savvy	reasons	How were recipients' stress levels and trust in social institutions measured in Finland's pilot program?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	inquisitive	naive	implications	How do you know they experienced less stress?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	inquisitive	naive	reasons	How did the people who received the money feel about the program?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	inquisitive	none	none	How did they report that they experienced less stress?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	inquisitive	savvy	implications	How did the people who received the money spend it?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What was the purpose of the program?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	none	naive	implications	What did the recipients report?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	none	naive	reasons	What is the concept of UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	none	none	none	What is UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	none	savvy	implications	What is the concept of UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	none	savvy	reasons	How did the recipients feel more trust in other people and social institutions?	1	0	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	nudged-questions	none	none	What are the disadvantages of UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-13b-hf	treccast	none	none	Did they see any changes in education?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-7b-hf	inquisitive	none	none	How did the government choose the 2,000 recipients?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-7b-hf	none	none	none	What does the author mean by “feel more trust in other people and social institutions”?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-7b-hf	nudged-questions	none	none	What is the purpose of the program?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	generated	Llama-2-7b-hf	treccast	none	none	What happened after the study?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x1d6c0d6906d3e064	original	none	none	none	none	Have the governments other than Finland succeeded in testing the concepts of UBI?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	alpaca-7b	inquisitive	none	none	what is a weaving workshop?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	alpaca-7b	none	naive	implications	What kind of material was the silken wall hanging made from?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	alpaca-7b	none	naive	reasons	Who was Walter Gropius?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	alpaca-7b	none	none	none	What was the name of the weaving workshop?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	alpaca-7b	none	savvy	implications	Who was Mögelin?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	alpaca-7b	none	savvy	reasons	What did Gropius choose from the weaving workshop's inventory?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	alpaca-7b	nudged-questions	none	none	What is the purpose of the wall hanging?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	alpaca-7b	treccast	none	none	So what was Gropius trying to do?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	gpt-4	none	naive	implications	Why was the wall hanging by Else Mögelin selected specifically?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	gpt-4	none	naive	reasons	What is the significance of this silk wall hanging?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	gpt-4	none	none	none	Why did Gropius select a silken wall hanging from the inventory?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	gpt-4	none	none	none	Why did Gropius select a silken wall hanging from the inventory?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	gpt-4	none	none	none	Why did Gropius select a silken wall hanging from the inventory?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	gpt-4	none	savvy	implications	Can you provide more information about the student Else Mögelin?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	gpt-4	none	savvy	reasons	In what way does the wall hanging interact or interfere with the door's function?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	inquisitive	naive	implications	Why is the door behind the wall hanging?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	inquisitive	naive	reasons	What was the weaving workshop's inventory?	1	0	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	inquisitive	none	none	what is the inventory?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	inquisitive	savvy	implications	Why did he select this one?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	inquisitive	savvy	reasons	What is the significance of the wall hanging?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	none	naive	implications	Who designed the wall hanging?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	none	naive	reasons	What was the reason for the student?	1	0	0	0	0	0	0	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	none	none	none	What does the wall hanging serve to do?	1	1	1	0	0	0	1	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	none	savvy	implications	What is a student?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	none	savvy	reasons	Why did the wall hanging serve to conceal the door behind itself?	1	0	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	nudged-questions	none	none	what is the door behind?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-13b-hf	treccast	none	none	Why was it hidden?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-7b-hf	inquisitive	none	none	why is it so important to conceal?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-7b-hf	none	none	none	Who was the weaving student?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-7b-hf	nudged-questions	none	none	Why did Gropius select this particular wall hanging?	1	1	1	1	0	0	1	1	
nudged-questions	nudged-questions--0x2409e444a8657888	generated	Llama-2-7b-hf	treccast	none	none	Why did they make that?	1	1	0	0	0	0	1	0	
nudged-questions	nudged-questions--0x2409e444a8657888	original	none	none	none	none	What else is done in workshop?	1	1	0	0	0	0	0	0	asks for something beyond text
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	alpaca-7b	inquisitive	none	none	Why would you select a display size?	1	0	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	alpaca-7b	none	naive	implications	Follow-up questions: What other features are important when selecting a modern smartphone?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	alpaca-7b	none	naive	reasons	Are there different display sizes for modern smartphones?	1	0	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	alpaca-7b	none	none	none	How do the performance, camera quality, battery life and connectivity of modern smartphones compare?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	alpaca-7b	none	savvy	implications	Follow-up questions: What other aspects can be customised when selecting a modern smartphone?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	alpaca-7b	none	savvy	reasons	What other features do smartphones offer?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	alpaca-7b	nudged-questions	none	none	What are some good budget phones?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	alpaca-7b	treccast	none	none	Do any phones come with good cameras?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	gpt-4	none	naive	implications	Can larger displays be as portable as smaller ones?	1	1	1	0	0	0	0	0	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	gpt-4	none	naive	reasons	What does connectivity in a smartphone mean?	1	1	1	1	0	0	0	1	
nudged-questions	nudged-questions--0x256706c69c5fca54	generated	gpt-4	none	none	none	What factors affect the battery life of a smartphone?	1	1	1	1	0	0	0	1	
